Cycle No.: 1
MSE: 844.0204
ID 0	 load 4.0
ID 408	 load 73.0
ID 409	 load 75.0
ID 410	 load 35.0
ID 411	 load 87.0
ID 412	 load 68.0
ID 413	 load 16.0
ID 414	 load 58.0
ID 415	 load 32.0
ID 416	 load 97.0
ID 417	 load 84.0
ID 418	 load 77.0
ID 419	 load 4.0
ID 420	 load 7.0
ID 421	 load 95.0
ID 422	 load 49.0
ID 423	 load 33.0
ID 424	 load 67.0
ID 425	 load 98.0
ID 426	 load 78.0
ID 427	 load 96.0
ID 428	 load 97.0
ID 429	 load 78.0
ID 430	 load 44.0
ID 431	 load 9.0
ID 432	 load 44.0
ID 433	 load 22.0
ID 434	 load 17.0
ID 435	 load 58.0
ID 436	 load 78.0
ID 437	 load 1.0
ID 438	 load 62.0
ID 439	 load 95.0
ID 440	 load 96.0
ID 441	 load 7.0
ID 442	 load 28.0
ID 443	 load 35.0
ID 444	 load 30.0
ID 445	 load 8.0
ID 446	 load 54.0
ID 447	 load 26.0
ID 448	 load 17.0
ID 449	 load 93.0
ID 450	 load 34.0
ID 451	 load 64.0
ID 452	 load 97.0
ID 453	 load 47.0
ID 454	 load 50.0
ID 455	 load 99.0
ID 456	 load 92.0
ID 457	 load 83.0
ID 458	 load 57.0
ID 459	 load 28.0
ID 460	 load 65.0
ID 461	 load 88.0
ID 462	 load 23.0
ID 463	 load 85.0
ID 464	 load 55.0
ID 465	 load 48.0
ID 466	 load 5.0
ID 467	 load 34.0
ID 468	 load 83.0
ID 469	 load 7.0
ID 470	 load 45.0
ID 471	 load 55.0
ID 472	 load 2.0
ID 473	 load 53.0
ID 474	 load 66.0
ID 475	 load 49.0
ID 476	 load 86.0
ID 477	 load 52.0
ID 478	 load 93.0
ID 479	 load 5.0
ID 480	 load 49.0
ID 481	 load 83.0
ID 482	 load 95.0
ID 483	 load 84.0
ID 484	 load 73.0
ID 485	 load 45.0
ID 486	 load 24.0
ID 487	 load 86.0
ID 488	 load 32.0
ID 489	 load 24.0
ID 490	 load 87.0
ID 491	 load 34.0
ID 492	 load 37.0
ID 493	 load 92.0
ID 494	 load 23.0
ID 495	 load 38.0
ID 496	 load 85.0
ID 497	 load 22.0
ID 498	 load 39.0
ID 499	 load 92.0
ID 500	 load 79.0
ID 501	 load 95.0
ID 502	 load 56.0
ID 503	 load 95.0
ID 504	 load 15.0
ID 505	 load 50.0
ID 506	 load 84.0
ID 507	 load 78.0
ID 508	 load 63.0
ID 509	 load 36.0
ID 510	 load 77.0
ID 511	 load 88.0
ID 512	 load 55.0
ID 513	 load 21.0
ID 514	 load 45.0
ID 515	 load 98.0
ID 516	 load 63.0
ID 517	 load 91.0
ID 518	 load 20.0
ID 519	 load 31.0
ID 520	 load 34.0
ID 521	 load 60.0
ID 522	 load 39.0
ID 523	 load 18.0
ID 524	 load 14.0
ID 525	 load 93.0
ID 526	 load 67.0
ID 527	 load 44.0
ID 528	 load 22.0
ID 529	 load 53.0
ID 530	 load 67.0
ID 531	 load 59.0
ID 532	 load 53.0
ID 533	 load 71.0
ID 534	 load 17.0
ID 535	 load 21.0
ID 536	 load 5.0
ID 537	 load 56.0
ID 538	 load 10.0
ID 539	 load 44.0
ID 540	 load 8.0
ID 541	 load 15.0
ID 542	 load 53.0
ID 543	 load 19.0
ID 544	 load 45.0
ID 545	 load 39.0
ID 546	 load 19.0
ID 547	 load 92.0
ID 548	 load 66.0
ID 549	 load 0.0
ID 550	 load 23.0
ID 551	 load 97.0
ID 552	 load 74.0
ID 553	 load 8.0
ID 554	 load 43.0
ID 555	 load 94.0
ID 556	 load 24.0
ID 557	 load 22.0
ID 558	 load 86.0
ID 559	 load 86.0
ID 560	 load 71.0
ID 561	 load 78.0
ID 562	 load 33.0
ID 563	 load 51.0
ID 564	 load 86.0
ID 565	 load 28.0
ID 566	 load 47.0
ID 567	 load 31.0
ID 568	 load 85.0
ID 569	 load 37.0
ID 570	 load 34.0
ID 571	 load 4.0
ID 572	 load 71.0
ID 573	 load 78.0
ID 574	 load 79.0
ID 575	 load 47.0
ID 576	 load 59.0
ID 577	 load 37.0
ID 578	 load 44.0
ID 579	 load 1.0
ID 580	 load 15.0
ID 581	 load 5.0
ID 582	 load 51.0
ID 583	 load 27.0
ID 584	 load 2.0
ID 585	 load 6.0
ID 586	 load 73.0
ID 587	 load 94.0
ID 588	 load 52.0
ID 589	 load 41.0
ID 590	 load 41.0
ID 591	 load 70.0
ID 592	 load 87.0
ID 593	 load 96.0
ID 594	 load 97.0
ID 595	 load 41.0
ID 596	 load 68.0
ID 597	 load 75.0
ID 598	 load 87.0
ID 599	 load 98.0
ID 600	 load 31.0
ID 601	 load 85.0
ID 602	 load 99.0
ID 603	 load 46.0
ID 604	 load 35.0
ID 605	 load 63.0
ID 606	 load 34.0
ID 607	 load 49.0
ID 608	 load 62.0
ID 609	 load 58.0
ID 610	 load 39.0
ID 611	 load 59.0
ID 612	 load 18.0
ID 613	 load 10.0
ID 614	 load 24.0
ID 615	 load 45.0
ID 616	 load 32.0
ID 617	 load 13.0
ID 618	 load 44.0
ID 619	 load 24.0
ID 620	 load 57.0
ID 621	 load 98.0
ID 622	 load 86.0
ID 623	 load 75.0
ID 624	 load 57.0
ID 625	 load 61.0
ID 626	 load 89.0
ID 627	 load 28.0
ID 628	 load 28.0
ID 629	 load 56.0
ID 630	 load 15.0
ID 631	 load 78.0
ID 632	 load 38.0
ID 633	 load 0.0
ID 634	 load 25.0
ID 635	 load 15.0
ID 636	 load 5.0
ID 637	 load 75.0
ID 638	 load 65.0
ID 639	 load 60.0
ID 640	 load 21.0
ID 641	 load 15.0
ID 642	 load 61.0
ID 643	 load 2.0
ID 644	 load 20.0
ID 645	 load 90.0
ID 646	 load 71.0
ID 647	 load 16.0
ID 648	 load 23.0
ID 649	 load 72.0
ID 650	 load 87.0
ID 651	 load 10.0
ID 652	 load 61.0
ID 653	 load 46.0
ID 654	 load 86.0
ID 655	 load 79.0
ID 656	 load 15.0
ID 657	 load 66.0
ID 658	 load 28.0
ID 659	 load 1.0
ID 660	 load 68.0
ID 661	 load 48.0
ID 662	 load 23.0
ID 663	 load 45.0
ID 664	 load 47.0
ID 665	 load 97.0
ID 666	 load 62.0
ID 667	 load 32.0
ID 668	 load 44.0
ID 669	 load 7.0
ID 670	 load 22.0
ID 671	 load 67.0
ID 672	 load 69.0
ID 673	 load 4.0
ID 674	 load 35.0
ID 675	 load 36.0
ID 676	 load 59.0
ID 677	 load 4.0
ID 678	 load 57.0
ID 679	 load 71.0
ID 680	 load 31.0
ID 681	 load 39.0
ID 682	 load 22.0
ID 683	 load 18.0
ID 684	 load 81.0
ID 685	 load 42.0
ID 686	 load 64.0
ID 687	 load 80.0
ID 688	 load 71.0
ID 689	 load 59.0
ID 690	 load 35.0
ID 691	 load 98.0
ID 692	 load 87.0
ID 693	 load 86.0
ID 694	 load 21.0
ID 695	 load 41.0
ID 696	 load 1.0
ID 697	 load 93.0
ID 698	 load 51.0
ID 699	 load 28.0
ID 700	 load 72.0
ID 701	 load 88.0
ID 702	 load 20.0
ID 703	 load 6.0
ID 704	 load 5.0
ID 705	 load 84.0
ID 706	 load 97.0
ID 707	 load 83.0
ID 708	 load 17.0
ID 709	 load 94.0
ID 710	 load 36.0
ID 711	 load 0.0
ID 712	 load 97.0
ID 713	 load 94.0
ID 714	 load 96.0
ID 715	 load 87.0
ID 716	 load 33.0
ID 717	 load 21.0
ID 718	 load 48.0
ID 719	 load 53.0
ID 720	 load 77.0
ID 721	 load 75.0
ID 722	 load 68.0
ID 723	 load 44.0
ID 724	 load 25.0
ID 725	 load 35.0
ID 726	 load 7.0
ID 727	 load 6.0
ID 728	 load 74.0
ID 729	 load 7.0
ID 730	 load 53.0
ID 731	 load 1.0
ID 732	 load 60.0
ID 733	 load 59.0
ID 734	 load 73.0
ID 735	 load 16.0
ID 736	 load 5.0
ID 737	 load 98.0
ID 738	 load 33.0
ID 739	 load 89.0
ID 740	 load 34.0
ID 741	 load 70.0
ID 742	 load 32.0
ID 743	 load 59.0
ID 744	 load 12.0
ID 745	 load 24.0
ID 746	 load 8.0
ID 747	 load 36.0
ID 748	 load 50.0
ID 749	 load 95.0
ID 750	 load 87.0
ID 751	 load 55.0
ID 752	 load 21.0
ID 753	 load 41.0
ID 754	 load 89.0
ID 755	 load 56.0
ID 756	 load 60.0
ID 757	 load 88.0
ID 758	 load 43.0
ID 759	 load 72.0
ID 760	 load 16.0
ID 761	 load 34.0
ID 762	 load 81.0
ID 763	 load 92.0
ID 764	 load 72.0
ID 765	 load 85.0
ID 766	 load 19.0
ID 767	 load 92.0
ID 768	 load 33.0
ID 769	 load 34.0
ID 770	 load 17.0
ID 771	 load 44.0
ID 772	 load 5.0
ID 773	 load 20.0
ID 774	 load 0.0
ID 775	 load 36.0
ID 776	 load 94.0
ID 777	 load 72.0
ID 778	 load 30.0
ID 779	 load 2.0
ID 780	 load 9.0
ID 781	 load 92.0
ID 782	 load 44.0
ID 783	 load 12.0
ID 784	 load 6.0
ID 785	 load 67.0
ID 786	 load 33.0
ID 787	 load 20.0
ID 788	 load 21.0
ID 789	 load 70.0
ID 790	 load 44.0
ID 791	 load 52.0
ID 792	 load 33.0
ID 793	 load 18.0
ID 794	 load 82.0
ID 795	 load 8.0
ID 796	 load 69.0
ID 797	 load 32.0
ID 798	 load 5.0
ID 799	 load 19.0
ID 800	 load 6.0
ID 801	 load 19.0
ID 802	 load 41.0
ID 803	 load 15.0
ID 804	 load 67.0
ID 805	 load 50.0
ID 806	 load 96.0
ID 807	 load 96.0
ID 808	 load 14.0
ID 809	 load 95.0
ID 810	 load 45.0
ID 811	 load 79.0
ID 812	 load 50.0
ID 813	 load 65.0
ID 814	 load 72.0
ID 815	 load 51.0
ID 816	 load 8.0
ID 817	 load 83.0
ID 818	 load 86.0
ID 819	 load 61.0
ID 820	 load 14.0
ID 821	 load 43.0
ID 822	 load 49.0
ID 823	 load 91.0
ID 824	 load 33.0
ID 825	 load 30.0
ID 826	 load 97.0
ID 827	 load 60.0
ID 828	 load 54.0
ID 829	 load 25.0
ID 830	 load 82.0
ID 831	 load 30.0
ID 832	 load 0.0
ID 833	 load 68.0
ID 834	 load 69.0
ID 835	 load 6.0
ID 836	 load 19.0
ID 837	 load 92.0
ID 838	 load 23.0
ID 839	 load 57.0
ID 840	 load 47.0
ID 841	 load 57.0
ID 842	 load 15.0
ID 843	 load 64.0
ID 844	 load 84.0
ID 845	 load 80.0
ID 846	 load 33.0
ID 847	 load 32.0
ID 848	 load 67.0
ID 849	 load 1.0
ID 850	 load 66.0
ID 851	 load 91.0
ID 852	 load 88.0
ID 853	 load 67.0
ID 854	 load 57.0
ID 855	 load 79.0
ID 856	 load 63.0
ID 857	 load 12.0
ID 858	 load 16.0
ID 859	 load 69.0
ID 860	 load 11.0
ID 861	 load 28.0
ID 862	 load 14.0
ID 863	 load 3.0
ID 864	 load 91.0
ID 865	 load 78.0
ID 866	 load 66.0
ID 867	 load 72.0
ID 868	 load 24.0
ID 869	 load 47.0
ID 870	 load 35.0
ID 871	 load 44.0
ID 872	 load 50.0
ID 873	 load 35.0
ID 874	 load 12.0
ID 875	 load 85.0
ID 876	 load 58.0
ID 877	 load 58.0
ID 878	 load 10.0
ID 879	 load 71.0
ID 880	 load 7.0
ID 881	 load 31.0
ID 882	 load 35.0
ID 883	 load 92.0
ID 884	 load 24.0
ID 885	 load 15.0
ID 886	 load 76.0
ID 887	 load 89.0
ID 888	 load 63.0
ID 889	 load 5.0
ID 890	 load 35.0
ID 891	 load 16.0
ID 892	 load 98.0
ID 893	 load 82.0
ID 894	 load 94.0
ID 895	 load 2.0
ID 896	 load 34.0
ID 897	 load 88.0
ID 898	 load 71.0
ID 899	 load 51.0
ID 900	 load 61.0
ID 901	 load 7.0
ID 902	 load 68.0
ID 903	 load 80.0
ID 904	 load 87.0
ID 905	 load 43.0
ID 906	 load 7.0
ID 907	 load 69.0
ID 908	 load 81.0
ID 909	 load 23.0
ID 910	 load 51.0
ID 911	 load 27.0
ID 912	 load 34.0
ID 913	 load 18.0
ID 914	 load 93.0
ID 915	 load 49.0
ID 916	 load 74.0
ID 917	 load 0.0
ID 918	 load 51.0
ID 919	 load 50.0
ID 920	 load 51.0
ID 921	 load 61.0
ID 922	 load 31.0
ID 923	 load 66.0
ID 924	 load 2.0
ID 925	 load 5.0
ID 926	 load 75.0
ID 927	 load 55.0
ID 928	 load 14.0
ID 929	 load 86.0
ID 930	 load 94.0
ID 931	 load 23.0
ID 932	 load 25.0
ID 933	 load 11.0
ID 934	 load 89.0
ID 935	 load 21.0
ID 936	 load 82.0
ID 937	 load 46.0
ID 938	 load 57.0
ID 939	 load 4.0
ID 940	 load 36.0
ID 941	 load 38.0
ID 942	 load 82.0
ID 943	 load 94.0
ID 944	 load 52.0
ID 945	 load 60.0
ID 946	 load 23.0
ID 947	 load 94.0
ID 948	 load 62.0
ID 949	 load 3.0
ID 950	 load 79.0
ID 951	 load 88.0
ID 952	 load 10.0
ID 953	 load 62.0
ID 954	 load 70.0
ID 955	 load 53.0
ID 956	 load 41.0
ID 957	 load 11.0
ID 958	 load 5.0
ID 959	 load 37.0
ID 960	 load 6.0
ID 961	 load 19.0
ID 962	 load 23.0
ID 963	 load 51.0
ID 964	 load 43.0
ID 965	 load 10.0
ID 966	 load 62.0
ID 967	 load 60.0
ID 968	 load 47.0
ID 969	 load 19.0
ID 970	 load 23.0
ID 971	 load 54.0
ID 972	 load 9.0
ID 973	 load 90.0
ID 974	 load 12.0
ID 975	 load 65.0
ID 976	 load 22.0
ID 977	 load 44.0
ID 978	 load 51.0
ID 979	 load 57.0
ID 980	 load 5.0
ID 981	 load 18.0
ID 982	 load 82.0
ID 983	 load 34.0
ID 984	 load 75.0
ID 985	 load 56.0
ID 986	 load 34.0
ID 987	 load 76.0
ID 988	 load 96.0
ID 989	 load 3.0
ID 990	 load 60.0
ID 991	 load 1.0
ID 992	 load 91.0
ID 993	 load 15.0
ID 994	 load 91.0
ID 995	 load 39.0
ID 996	 load 52.0
ID 997	 load 33.0
ID 998	 load 80.0
ID 999	 load 25.0
Cycle No.: 2
MSE: 547.3411812500003
ID 0	 load 43.0
ID 1	 load 43.0
ID 2	 load 54.0
ID 3	 load 49.5
ID 4	 load 49.5
ID 5	 load 67.0
ID 6	 load 67.0
ID 7	 load 44.5
ID 8	 load 44.5
ID 9	 load 32.5
ID 10	 load 32.5
ID 11	 load 44.5
ID 12	 load 44.5
ID 13	 load 72.0
ID 14	 load 66.0
ID 15	 load 66.0
ID 16	 load 75.5
ID 17	 load 41.75
ID 18	 load 41.75
ID 19	 load 34.5
ID 20	 load 34.5
ID 21	 load 35.0
ID 22	 load 42.5
ID 23	 load 42.5
ID 24	 load 60.0
ID 25	 load 55.0
ID 26	 load 55.0
ID 27	 load 74.0
ID 28	 load 74.0
ID 29	 load 57.5
ID 30	 load 57.5
ID 31	 load 59.0
ID 32	 load 62.5
ID 33	 load 62.5
ID 34	 load 49.5
ID 35	 load 49.5
ID 36	 load 47.0
ID 37	 load 47.0
ID 38	 load 52.5
ID 39	 load 28.75
ID 40	 load 28.75
ID 41	 load 24.0
ID 42	 load 47.0
ID 43	 load 67.0
ID 44	 load 67.0
ID 45	 load 81.0
ID 46	 load 84.0
ID 47	 load 73.5
ID 48	 load 73.5
ID 49	 load 65.0
ID 50	 load 72.0
ID 51	 load 72.0
ID 52	 load 27.0
ID 53	 load 27.0
ID 54	 load 36.5
ID 55	 load 62.75
ID 56	 load 62.75
ID 57	 load 33.0
ID 58	 load 33.0
ID 59	 load 58.5
ID 60	 load 58.5
ID 61	 load 45.0
ID 62	 load 44.5
ID 63	 load 44.5
ID 64	 load 30.5
ID 65	 load 30.5
ID 66	 load 39.5
ID 67	 load 39.5
ID 68	 load 37.5
ID 69	 load 37.5
ID 70	 load 63.0
ID 71	 load 63.0
ID 72	 load 56.0
ID 73	 load 60.0
ID 74	 load 73.5
ID 75	 load 73.5
ID 76	 load 76.5
ID 77	 load 56.75
ID 78	 load 41.375
ID 79	 load 41.375
ID 80	 load 62.5
ID 81	 load 62.5
ID 82	 load 50.5
ID 83	 load 50.5
ID 84	 load 63.0
ID 85	 load 57.0
ID 86	 load 57.0
ID 87	 load 34.0
ID 88	 load 66.0
ID 89	 load 66.0
ID 90	 load 37.0
ID 91	 load 37.0
ID 92	 load 26.0
ID 93	 load 47.5
ID 94	 load 47.5
ID 95	 load 49.5
ID 96	 load 49.5
ID 97	 load 42.0
ID 98	 load 56.0
ID 99	 load 56.0
ID 100	 load 75.5
ID 101	 load 75.5
ID 102	 load 72.0
ID 103	 load 72.0
ID 104	 load 76.0
ID 105	 load 68.0
ID 106	 load 68.0
ID 107	 load 50.5
ID 108	 load 50.5
ID 109	 load 19.5
ID 110	 load 40.25
ID 111	 load 68.125
ID 112	 load 68.125
ID 113	 load 61.5
ID 114	 load 61.5
ID 115	 load 66.0
ID 116	 load 66.0
ID 117	 load 30.5
ID 118	 load 30.5
ID 119	 load 15.0
ID 120	 load 40.0
ID 121	 load 40.0
ID 122	 load 23.5
ID 123	 load 23.5
ID 124	 load 36.0
ID 125	 load 36.0
ID 126	 load 38.0
ID 127	 load 33.5
ID 128	 load 33.5
ID 129	 load 36.0
ID 130	 load 36.0
ID 131	 load 72.5
ID 132	 load 49.75
ID 133	 load 49.75
ID 134	 load 39.0
ID 135	 load 39.0
ID 136	 load 43.5
ID 137	 load 43.5
ID 138	 load 41.0
ID 139	 load 41.0
ID 140	 load 42.0
ID 141	 load 42.0
ID 142	 load 76.0
ID 143	 load 76.0
ID 144	 load 46.5
ID 145	 load 46.5
ID 146	 load 53.0
ID 147	 load 53.0
ID 148	 load 46.0
ID 149	 load 46.0
ID 150	 load 48.0
ID 151	 load 48.0
ID 152	 load 42.5
ID 153	 load 32.25
ID 154	 load 32.25
ID 155	 load 30.0
ID 156	 load 30.0
ID 157	 load 60.5
ID 158	 load 60.5
ID 159	 load 46.0
