Cycle No.: 1
MSE: 833.5120658278465
ID 0	 load 64.0
ID 406	 load 65.0
ID 407	 load 49.0
ID 408	 load 21.0
ID 409	 load 16.0
ID 410	 load 92.0
ID 411	 load 40.0
ID 412	 load 86.0
ID 413	 load 20.0
ID 414	 load 20.0
ID 415	 load 99.0
ID 416	 load 38.0
ID 417	 load 16.0
ID 418	 load 75.0
ID 419	 load 88.0
ID 420	 load 31.0
ID 421	 load 15.0
ID 422	 load 55.0
ID 423	 load 12.0
ID 424	 load 15.0
ID 425	 load 29.0
ID 426	 load 86.0
ID 427	 load 95.0
ID 428	 load 46.0
ID 429	 load 11.0
ID 430	 load 69.0
ID 431	 load 30.0
ID 432	 load 53.0
ID 433	 load 56.0
ID 434	 load 71.0
ID 435	 load 36.0
ID 436	 load 56.0
ID 437	 load 19.0
ID 438	 load 94.0
ID 439	 load 53.0
ID 440	 load 88.0
ID 441	 load 5.0
ID 442	 load 85.0
ID 443	 load 26.0
ID 444	 load 68.0
ID 445	 load 36.0
ID 446	 load 73.0
ID 447	 load 55.0
ID 448	 load 95.0
ID 449	 load 9.0
ID 450	 load 79.0
ID 451	 load 36.0
ID 452	 load 17.0
ID 453	 load 59.0
ID 454	 load 72.0
ID 455	 load 42.0
ID 456	 load 80.0
ID 457	 load 33.0
ID 458	 load 28.0
ID 459	 load 65.0
ID 460	 load 34.0
ID 461	 load 88.0
ID 462	 load 58.0
ID 463	 load 99.0
ID 464	 load 18.0
ID 465	 load 58.0
ID 466	 load 41.0
ID 467	 load 90.0
ID 468	 load 83.0
ID 469	 load 34.0
ID 470	 load 92.0
ID 471	 load 4.0
ID 472	 load 82.0
ID 473	 load 18.0
ID 474	 load 25.0
ID 475	 load 66.0
ID 476	 load 69.0
ID 477	 load 48.0
ID 478	 load 38.0
ID 479	 load 42.0
ID 480	 load 87.0
ID 481	 load 51.0
ID 482	 load 76.0
ID 483	 load 19.0
ID 484	 load 61.0
ID 485	 load 79.0
ID 486	 load 53.0
ID 487	 load 54.0
ID 488	 load 40.0
ID 489	 load 94.0
ID 490	 load 12.0
ID 491	 load 14.0
ID 492	 load 11.0
ID 493	 load 92.0
ID 494	 load 59.0
ID 495	 load 17.0
ID 496	 load 2.0
ID 497	 load 95.0
ID 498	 load 2.0
ID 499	 load 43.0
ID 500	 load 27.0
ID 501	 load 90.0
ID 502	 load 90.0
ID 503	 load 91.0
ID 504	 load 77.0
ID 505	 load 73.0
ID 506	 load 80.0
ID 507	 load 53.0
ID 508	 load 38.0
ID 509	 load 94.0
ID 510	 load 64.0
ID 511	 load 32.0
ID 512	 load 57.0
ID 513	 load 32.0
ID 514	 load 1.0
ID 515	 load 16.0
ID 516	 load 95.0
ID 517	 load 13.0
ID 518	 load 38.0
ID 519	 load 27.0
ID 520	 load 62.0
ID 521	 load 89.0
ID 522	 load 52.0
ID 523	 load 60.0
ID 524	 load 39.0
ID 525	 load 72.0
ID 526	 load 46.0
ID 527	 load 97.0
ID 528	 load 99.0
ID 529	 load 88.0
ID 530	 load 32.0
ID 531	 load 34.0
ID 532	 load 85.0
ID 533	 load 69.0
ID 534	 load 39.0
ID 535	 load 97.0
ID 536	 load 59.0
ID 537	 load 18.0
ID 538	 load 21.0
ID 539	 load 53.0
ID 540	 load 9.0
ID 541	 load 75.0
ID 542	 load 13.0
ID 543	 load 68.0
ID 544	 load 36.0
ID 545	 load 23.0
ID 546	 load 81.0
ID 547	 load 52.0
ID 548	 load 80.0
ID 549	 load 93.0
ID 550	 load 93.0
ID 551	 load 80.0
ID 552	 load 8.0
ID 553	 load 90.0
ID 554	 load 59.0
ID 555	 load 80.0
ID 556	 load 1.0
ID 557	 load 26.0
ID 558	 load 52.0
ID 559	 load 30.0
ID 560	 load 48.0
ID 561	 load 37.0
ID 562	 load 29.0
ID 563	 load 86.0
ID 564	 load 77.0
ID 565	 load 97.0
ID 566	 load 65.0
ID 567	 load 45.0
ID 568	 load 18.0
ID 569	 load 15.0
ID 570	 load 87.0
ID 571	 load 66.0
ID 572	 load 36.0
ID 573	 load 75.0
ID 574	 load 57.0
ID 575	 load 13.0
ID 576	 load 41.0
ID 577	 load 97.0
ID 578	 load 5.0
ID 579	 load 66.0
ID 580	 load 91.0
ID 581	 load 97.0
ID 582	 load 92.0
ID 583	 load 65.0
ID 584	 load 42.0
ID 585	 load 30.0
ID 586	 load 81.0
ID 587	 load 87.0
ID 588	 load 44.0
ID 589	 load 81.0
ID 590	 load 3.0
ID 591	 load 32.0
ID 592	 load 10.0
ID 593	 load 10.0
ID 594	 load 23.0
ID 595	 load 63.0
ID 596	 load 77.0
ID 597	 load 14.0
ID 598	 load 29.0
ID 599	 load 9.0
ID 600	 load 33.0
ID 601	 load 95.0
ID 602	 load 78.0
ID 603	 load 17.0
ID 604	 load 45.0
ID 605	 load 27.0
ID 606	 load 13.0
ID 607	 load 93.0
ID 608	 load 53.0
ID 609	 load 20.0
ID 610	 load 54.0
ID 611	 load 75.0
ID 612	 load 95.0
ID 613	 load 45.0
ID 614	 load 86.0
ID 615	 load 84.0
ID 616	 load 13.0
ID 617	 load 85.0
ID 618	 load 16.0
ID 619	 load 71.0
ID 620	 load 97.0
ID 621	 load 54.0
ID 622	 load 31.0
ID 623	 load 28.0
ID 624	 load 48.0
ID 625	 load 45.0
ID 626	 load 85.0
ID 627	 load 78.0
ID 628	 load 87.0
ID 629	 load 87.0
ID 630	 load 0.0
ID 631	 load 88.0
ID 632	 load 98.0
ID 633	 load 64.0
ID 634	 load 54.0
ID 635	 load 73.0
ID 636	 load 2.0
ID 637	 load 78.0
ID 638	 load 62.0
ID 639	 load 37.0
ID 640	 load 52.0
ID 641	 load 22.0
ID 642	 load 28.0
ID 643	 load 0.0
ID 644	 load 11.0
ID 645	 load 65.0
ID 646	 load 60.0
ID 647	 load 49.0
ID 648	 load 22.0
ID 649	 load 4.0
ID 650	 load 16.0
ID 651	 load 5.0
ID 652	 load 48.0
ID 653	 load 56.0
ID 654	 load 1.0
ID 655	 load 71.0
ID 656	 load 26.0
ID 657	 load 37.0
ID 658	 load 60.0
ID 659	 load 69.0
ID 660	 load 43.0
ID 661	 load 69.0
ID 662	 load 71.0
ID 663	 load 61.0
ID 664	 load 30.0
ID 665	 load 72.0
ID 666	 load 50.0
ID 667	 load 36.0
ID 668	 load 26.0
ID 669	 load 21.0
ID 670	 load 33.0
ID 671	 load 44.0
ID 672	 load 39.0
ID 673	 load 23.0
ID 674	 load 78.0
ID 675	 load 35.0
ID 676	 load 20.0
ID 677	 load 99.0
ID 678	 load 86.0
ID 679	 load 4.0
ID 680	 load 90.0
ID 681	 load 89.0
ID 682	 load 37.0
ID 683	 load 55.0
ID 684	 load 21.0
ID 685	 load 5.0
ID 686	 load 80.0
ID 687	 load 5.0
ID 688	 load 57.0
ID 689	 load 55.0
ID 690	 load 67.0
ID 691	 load 45.0
ID 692	 load 4.0
ID 693	 load 81.0
ID 694	 load 97.0
ID 695	 load 98.0
ID 696	 load 40.0
ID 697	 load 25.0
ID 698	 load 24.0
ID 699	 load 93.0
ID 700	 load 34.0
ID 701	 load 52.0
ID 702	 load 52.0
ID 703	 load 24.0
ID 704	 load 24.0
ID 705	 load 3.0
ID 706	 load 44.0
ID 707	 load 98.0
ID 708	 load 96.0
ID 709	 load 12.0
ID 710	 load 35.0
ID 711	 load 1.0
ID 712	 load 22.0
ID 713	 load 11.0
ID 714	 load 98.0
ID 715	 load 12.0
ID 716	 load 7.0
ID 717	 load 12.0
ID 718	 load 50.0
ID 719	 load 33.0
ID 720	 load 59.0
ID 721	 load 48.0
ID 722	 load 99.0
ID 723	 load 54.0
ID 724	 load 15.0
ID 725	 load 22.0
ID 726	 load 16.0
ID 727	 load 41.0
ID 728	 load 2.0
ID 729	 load 79.0
ID 730	 load 62.0
ID 731	 load 39.0
ID 732	 load 38.0
ID 733	 load 69.0
ID 734	 load 23.0
ID 735	 load 95.0
ID 736	 load 51.0
ID 737	 load 47.0
ID 738	 load 1.0
ID 739	 load 2.0
ID 740	 load 80.0
ID 741	 load 37.0
ID 742	 load 6.0
ID 743	 load 41.0
ID 744	 load 86.0
ID 745	 load 4.0
ID 746	 load 24.0
ID 747	 load 35.0
ID 748	 load 53.0
ID 749	 load 98.0
ID 750	 load 64.0
ID 751	 load 82.0
ID 752	 load 71.0
ID 753	 load 3.0
ID 754	 load 6.0
ID 755	 load 41.0
ID 756	 load 51.0
ID 757	 load 89.0
ID 758	 load 25.0
ID 759	 load 60.0
ID 760	 load 80.0
ID 761	 load 97.0
ID 762	 load 81.0
ID 763	 load 30.0
ID 764	 load 26.0
ID 765	 load 81.0
ID 766	 load 37.0
ID 767	 load 52.0
ID 768	 load 82.0
ID 769	 load 11.0
ID 770	 load 89.0
ID 771	 load 52.0
ID 772	 load 43.0
ID 773	 load 86.0
ID 774	 load 86.0
ID 775	 load 30.0
ID 776	 load 19.0
ID 777	 load 71.0
ID 778	 load 9.0
ID 779	 load 94.0
ID 780	 load 47.0
ID 781	 load 59.0
ID 782	 load 89.0
ID 783	 load 22.0
ID 784	 load 68.0
ID 785	 load 87.0
ID 786	 load 21.0
ID 787	 load 48.0
ID 788	 load 66.0
ID 789	 load 3.0
ID 790	 load 12.0
ID 791	 load 73.0
ID 792	 load 91.0
ID 793	 load 39.0
ID 794	 load 95.0
ID 795	 load 30.0
ID 796	 load 63.0
ID 797	 load 81.0
ID 798	 load 47.0
ID 799	 load 3.0
ID 800	 load 28.0
ID 801	 load 45.0
ID 802	 load 75.0
ID 803	 load 3.0
ID 804	 load 35.0
ID 805	 load 26.0
ID 806	 load 65.0
ID 807	 load 83.0
ID 808	 load 34.0
ID 809	 load 9.0
ID 810	 load 80.0
ID 811	 load 15.0
ID 812	 load 97.0
ID 813	 load 85.0
ID 814	 load 41.0
ID 815	 load 80.0
ID 816	 load 21.0
ID 817	 load 70.0
ID 818	 load 52.0
ID 819	 load 80.0
ID 820	 load 23.0
ID 821	 load 9.0
ID 822	 load 41.0
ID 823	 load 81.0
ID 824	 load 91.0
ID 825	 load 30.0
ID 826	 load 63.0
ID 827	 load 85.0
ID 828	 load 68.0
ID 829	 load 84.0
ID 830	 load 10.0
ID 831	 load 69.0
ID 832	 load 79.0
ID 833	 load 12.0
ID 834	 load 8.0
ID 835	 load 87.0
ID 836	 load 3.0
ID 837	 load 95.0
ID 838	 load 72.0
ID 839	 load 44.0
ID 840	 load 98.0
ID 841	 load 27.0
ID 842	 load 5.0
ID 843	 load 52.0
ID 844	 load 31.0
ID 845	 load 75.0
ID 846	 load 52.0
ID 847	 load 18.0
ID 848	 load 0.0
ID 849	 load 45.0
ID 850	 load 63.0
ID 851	 load 31.0
ID 852	 load 74.0
ID 853	 load 53.0
ID 854	 load 26.0
ID 855	 load 5.0
ID 856	 load 11.0
ID 857	 load 59.0
ID 858	 load 61.0
ID 859	 load 15.0
ID 860	 load 42.0
ID 861	 load 28.0
ID 862	 load 14.0
ID 863	 load 95.0
ID 864	 load 31.0
ID 865	 load 83.0
ID 866	 load 76.0
ID 867	 load 83.0
ID 868	 load 89.0
ID 869	 load 73.0
ID 870	 load 52.0
ID 871	 load 23.0
ID 872	 load 53.0
ID 873	 load 60.0
ID 874	 load 9.0
ID 875	 load 20.0
ID 876	 load 66.0
ID 877	 load 54.0
ID 878	 load 68.0
ID 879	 load 86.0
ID 880	 load 68.0
ID 881	 load 83.0
ID 882	 load 77.0
ID 883	 load 65.0
ID 884	 load 67.0
ID 885	 load 5.0
ID 886	 load 97.0
ID 887	 load 25.0
ID 888	 load 31.0
ID 889	 load 96.0
ID 890	 load 75.0
ID 891	 load 25.0
ID 892	 load 49.0
ID 893	 load 96.0
ID 894	 load 43.0
ID 895	 load 10.0
ID 896	 load 78.0
ID 897	 load 58.0
ID 898	 load 98.0
ID 899	 load 85.0
ID 900	 load 1.0
ID 901	 load 41.0
ID 902	 load 48.0
ID 903	 load 81.0
ID 904	 load 15.0
ID 905	 load 10.0
ID 906	 load 55.0
ID 907	 load 36.0
ID 908	 load 40.0
ID 909	 load 20.0
ID 910	 load 69.0
ID 911	 load 21.0
ID 912	 load 35.0
ID 913	 load 42.0
ID 914	 load 85.0
ID 915	 load 4.0
ID 916	 load 82.0
ID 917	 load 53.0
ID 918	 load 85.0
ID 919	 load 19.0
ID 920	 load 5.0
ID 921	 load 70.0
ID 922	 load 71.0
ID 923	 load 80.0
ID 924	 load 38.0
ID 925	 load 73.0
ID 926	 load 7.0
ID 927	 load 35.0
ID 928	 load 94.0
ID 929	 load 79.0
ID 930	 load 74.0
ID 931	 load 83.0
ID 932	 load 99.0
ID 933	 load 67.0
ID 934	 load 7.0
ID 935	 load 15.0
ID 936	 load 98.0
ID 937	 load 55.0
ID 938	 load 59.0
ID 939	 load 93.0
ID 940	 load 51.0
ID 941	 load 57.0
ID 942	 load 82.0
ID 943	 load 9.0
ID 944	 load 12.0
ID 945	 load 16.0
ID 946	 load 33.0
ID 947	 load 62.0
ID 948	 load 21.0
ID 949	 load 74.0
ID 950	 load 30.0
ID 951	 load 80.0
ID 952	 load 5.0
ID 953	 load 17.0
ID 954	 load 92.0
ID 955	 load 43.0
ID 956	 load 86.0
ID 957	 load 29.0
ID 958	 load 43.0
ID 959	 load 85.0
ID 960	 load 40.0
ID 961	 load 72.0
ID 962	 load 98.0
ID 963	 load 74.0
ID 964	 load 56.0
ID 965	 load 93.0
ID 966	 load 39.0
ID 967	 load 3.0
ID 968	 load 75.0
ID 969	 load 30.0
ID 970	 load 11.0
ID 971	 load 88.0
ID 972	 load 54.0
ID 973	 load 73.0
ID 974	 load 28.0
ID 975	 load 49.0
ID 976	 load 26.0
ID 977	 load 84.0
ID 978	 load 89.0
ID 979	 load 58.0
ID 980	 load 9.0
ID 981	 load 8.0
ID 982	 load 63.0
ID 983	 load 21.0
ID 984	 load 61.0
ID 985	 load 64.0
ID 986	 load 98.0
ID 987	 load 70.0
ID 988	 load 51.0
ID 989	 load 23.0
ID 990	 load 81.0
ID 991	 load 8.0
ID 992	 load 27.0
ID 993	 load 14.0
ID 994	 load 92.0
ID 995	 load 19.0
ID 996	 load 39.0
ID 997	 load 99.0
ID 998	 load 84.0
ID 999	 load 20.0
ID 1000	 load 80.0
ID 1001	 load 50.0
ID 1002	 load 91.0
ID 1003	 load 61.0
ID 1004	 load 71.0
ID 1005	 load 29.0
ID 1006	 load 98.0
ID 1007	 load 10.0
ID 1008	 load 67.0
ID 1009	 load 87.0
ID 1010	 load 65.0
ID 1011	 load 41.0
ID 1012	 load 79.0
ID 1013	 load 83.0
ID 1014	 load 0.0
ID 1015	 load 5.0
ID 1016	 load 41.0
ID 1017	 load 76.0
ID 1018	 load 56.0
ID 1019	 load 45.0
ID 1020	 load 83.0
ID 1021	 load 41.0
ID 1022	 load 58.0
ID 1023	 load 1.0
ID 1024	 load 0.0
ID 1025	 load 59.0
ID 1026	 load 47.0
ID 1027	 load 25.0
ID 1028	 load 42.0
ID 1029	 load 42.0
ID 1030	 load 40.0
ID 1031	 load 62.0
ID 1032	 load 64.0
ID 1033	 load 72.0
ID 1034	 load 41.0
ID 1035	 load 65.0
ID 1036	 load 22.0
ID 1037	 load 6.0
ID 1038	 load 2.0
ID 1039	 load 20.0
ID 1040	 load 55.0
ID 1041	 load 64.0
ID 1042	 load 91.0
ID 1043	 load 80.0
ID 1044	 load 29.0
ID 1045	 load 96.0
ID 1046	 load 19.0
ID 1047	 load 9.0
ID 1048	 load 16.0
ID 1049	 load 85.0
ID 1050	 load 76.0
ID 1051	 load 33.0
ID 1052	 load 30.0
ID 1053	 load 71.0
ID 1054	 load 50.0
ID 1055	 load 34.0
ID 1056	 load 40.0
ID 1057	 load 64.0
ID 1058	 load 57.0
ID 1059	 load 16.0
ID 1060	 load 30.0
ID 1061	 load 23.0
ID 1062	 load 8.0
ID 1063	 load 74.0
ID 1064	 load 46.0
ID 1065	 load 72.0
ID 1066	 load 26.0
ID 1067	 load 6.0
ID 1068	 load 9.0
ID 1069	 load 24.0
ID 1070	 load 66.0
ID 1071	 load 36.0
ID 1072	 load 37.0
ID 1073	 load 14.0
ID 1074	 load 22.0
ID 1075	 load 33.0
ID 1076	 load 13.0
ID 1077	 load 58.0
ID 1078	 load 93.0
ID 1079	 load 96.0
ID 1080	 load 42.0
ID 1081	 load 57.0
ID 1082	 load 86.0
ID 1083	 load 56.0
ID 1084	 load 24.0
ID 1085	 load 89.0
ID 1086	 load 42.0
ID 1087	 load 45.0
ID 1088	 load 1.0
ID 1089	 load 58.0
ID 1090	 load 42.0
ID 1091	 load 61.0
ID 1092	 load 62.0
ID 1093	 load 71.0
ID 1094	 load 18.0
ID 1095	 load 8.0
ID 1096	 load 34.0
ID 1097	 load 14.0
ID 1098	 load 61.0
ID 1099	 load 13.0
ID 1100	 load 96.0
ID 1101	 load 59.0
ID 1102	 load 88.0
ID 1103	 load 73.0
ID 1104	 load 79.0
ID 1105	 load 12.0
ID 1106	 load 58.0
ID 1107	 load 29.0
ID 1108	 load 12.0
ID 1109	 load 69.0
ID 1110	 load 51.0
ID 1111	 load 97.0
ID 1112	 load 14.0
ID 1113	 load 83.0
ID 1114	 load 27.0
ID 1115	 load 39.0
ID 1116	 load 90.0
ID 1117	 load 42.0
ID 1118	 load 20.0
ID 1119	 load 68.0
ID 1120	 load 53.0
ID 1121	 load 98.0
ID 1122	 load 25.0
ID 1123	 load 79.0
ID 1124	 load 1.0
ID 1125	 load 56.0
ID 1126	 load 65.0
ID 1127	 load 79.0
ID 1128	 load 72.0
ID 1129	 load 40.0
ID 1130	 load 20.0
ID 1131	 load 48.0
ID 1132	 load 39.0
ID 1133	 load 92.0
ID 1134	 load 60.0
ID 1135	 load 88.0
ID 1136	 load 41.0
ID 1137	 load 92.0
ID 1138	 load 44.0
ID 1139	 load 19.0
ID 1140	 load 49.0
ID 1141	 load 31.0
ID 1142	 load 88.0
ID 1143	 load 75.0
ID 1144	 load 24.0
ID 1145	 load 24.0
ID 1146	 load 67.0
ID 1147	 load 48.0
ID 1148	 load 45.0
