Cycle No.: 1
MSE: 837.4299523830414
ID 0	 load 81.0
ID 201	 load 24.0
ID 202	 load 43.0
ID 203	 load 58.0
ID 204	 load 78.0
ID 205	 load 46.0
ID 206	 load 69.0
ID 207	 load 91.0
ID 208	 load 50.0
ID 209	 load 58.0
ID 210	 load 70.0
ID 211	 load 40.0
ID 212	 load 12.0
ID 213	 load 92.0
ID 214	 load 81.0
ID 215	 load 4.0
ID 216	 load 5.0
ID 217	 load 44.0
ID 218	 load 25.0
ID 219	 load 6.0
ID 220	 load 96.0
ID 221	 load 21.0
ID 222	 load 56.0
ID 223	 load 46.0
ID 224	 load 79.0
ID 225	 load 61.0
ID 226	 load 33.0
ID 227	 load 15.0
ID 228	 load 19.0
ID 229	 load 13.0
ID 230	 load 25.0
ID 231	 load 37.0
ID 232	 load 66.0
ID 233	 load 18.0
ID 234	 load 22.0
ID 235	 load 75.0
ID 236	 load 38.0
ID 237	 load 31.0
ID 238	 load 36.0
ID 239	 load 98.0
ID 240	 load 8.0
ID 241	 load 61.0
ID 242	 load 46.0
ID 243	 load 40.0
ID 244	 load 14.0
ID 245	 load 2.0
ID 246	 load 58.0
ID 247	 load 52.0
ID 248	 load 34.0
ID 249	 load 55.0
ID 250	 load 35.0
ID 251	 load 73.0
ID 252	 load 70.0
ID 253	 load 32.0
ID 254	 load 83.0
ID 255	 load 89.0
ID 256	 load 0.0
ID 257	 load 85.0
ID 258	 load 8.0
ID 259	 load 86.0
ID 260	 load 50.0
ID 261	 load 73.0
ID 262	 load 43.0
ID 263	 load 59.0
ID 264	 load 52.0
ID 265	 load 50.0
ID 266	 load 11.0
ID 267	 load 4.0
ID 268	 load 36.0
ID 269	 load 39.0
ID 270	 load 83.0
ID 271	 load 85.0
ID 272	 load 80.0
ID 273	 load 13.0
ID 274	 load 99.0
ID 275	 load 22.0
ID 276	 load 97.0
ID 277	 load 39.0
ID 278	 load 56.0
ID 279	 load 52.0
ID 280	 load 52.0
ID 281	 load 9.0
ID 282	 load 70.0
ID 283	 load 22.0
ID 284	 load 73.0
ID 285	 load 31.0
ID 286	 load 5.0
ID 287	 load 60.0
ID 288	 load 18.0
ID 289	 load 92.0
ID 290	 load 71.0
ID 291	 load 45.0
ID 292	 load 86.0
ID 293	 load 22.0
ID 294	 load 96.0
ID 295	 load 7.0
ID 296	 load 34.0
ID 297	 load 92.0
ID 298	 load 89.0
ID 299	 load 3.0
ID 300	 load 3.0
ID 301	 load 21.0
ID 302	 load 32.0
ID 303	 load 42.0
ID 304	 load 70.0
ID 305	 load 81.0
ID 306	 load 31.0
ID 307	 load 97.0
ID 308	 load 12.0
ID 309	 load 19.0
ID 310	 load 11.0
ID 311	 load 91.0
ID 312	 load 84.0
ID 313	 load 47.0
ID 314	 load 13.0
ID 315	 load 40.0
ID 316	 load 68.0
ID 317	 load 1.0
ID 318	 load 1.0
ID 319	 load 38.0
ID 320	 load 69.0
ID 321	 load 98.0
ID 322	 load 66.0
ID 323	 load 77.0
ID 324	 load 75.0
ID 325	 load 6.0
ID 326	 load 63.0
ID 327	 load 12.0
ID 328	 load 80.0
ID 329	 load 90.0
ID 330	 load 27.0
ID 331	 load 18.0
ID 332	 load 73.0
ID 333	 load 99.0
ID 334	 load 14.0
ID 335	 load 87.0
ID 336	 load 33.0
ID 337	 load 6.0
ID 338	 load 28.0
ID 339	 load 61.0
ID 340	 load 64.0
ID 341	 load 24.0
ID 342	 load 23.0
ID 343	 load 8.0
ID 344	 load 1.0
ID 345	 load 10.0
ID 346	 load 24.0
ID 347	 load 31.0
ID 348	 load 13.0
ID 349	 load 1.0
ID 350	 load 98.0
ID 351	 load 58.0
ID 352	 load 8.0
ID 353	 load 82.0
ID 354	 load 40.0
ID 355	 load 85.0
ID 356	 load 28.0
ID 357	 load 18.0
ID 358	 load 69.0
ID 359	 load 3.0
ID 360	 load 65.0
ID 361	 load 56.0
ID 362	 load 36.0
ID 363	 load 7.0
ID 364	 load 85.0
ID 365	 load 12.0
ID 366	 load 76.0
ID 367	 load 52.0
ID 368	 load 7.0
ID 369	 load 78.0
ID 370	 load 58.0
ID 371	 load 9.0
ID 372	 load 61.0
ID 373	 load 43.0
ID 374	 load 47.0
ID 375	 load 48.0
ID 376	 load 58.0
ID 377	 load 91.0
ID 378	 load 87.0
ID 379	 load 37.0
ID 380	 load 89.0
ID 381	 load 39.0
ID 382	 load 45.0
ID 383	 load 55.0
ID 384	 load 33.0
ID 385	 load 52.0
ID 386	 load 87.0
ID 387	 load 25.0
ID 388	 load 10.0
ID 389	 load 99.0
ID 390	 load 10.0
ID 391	 load 91.0
ID 392	 load 64.0
ID 393	 load 9.0
ID 394	 load 85.0
ID 395	 load 94.0
ID 396	 load 19.0
ID 397	 load 65.0
ID 398	 load 37.0
ID 399	 load 58.0
ID 400	 load 52.0
ID 401	 load 69.0
ID 402	 load 76.0
ID 403	 load 92.0
ID 404	 load 47.0
ID 405	 load 84.0
ID 406	 load 46.0
ID 407	 load 6.0
ID 408	 load 8.0
ID 409	 load 81.0
ID 410	 load 10.0
ID 411	 load 87.0
ID 412	 load 57.0
ID 413	 load 84.0
ID 414	 load 65.0
ID 415	 load 60.0
ID 416	 load 58.0
ID 417	 load 13.0
ID 418	 load 24.0
ID 419	 load 71.0
ID 420	 load 54.0
ID 421	 load 7.0
ID 422	 load 63.0
ID 423	 load 89.0
ID 424	 load 44.0
ID 425	 load 14.0
ID 426	 load 10.0
ID 427	 load 61.0
ID 428	 load 88.0
ID 429	 load 84.0
ID 430	 load 9.0
ID 431	 load 89.0
ID 432	 load 27.0
ID 433	 load 92.0
ID 434	 load 5.0
ID 435	 load 18.0
ID 436	 load 77.0
ID 437	 load 51.0
ID 438	 load 2.0
ID 439	 load 46.0
ID 440	 load 68.0
ID 441	 load 36.0
ID 442	 load 43.0
ID 443	 load 87.0
ID 444	 load 27.0
ID 445	 load 98.0
ID 446	 load 43.0
ID 447	 load 79.0
ID 448	 load 52.0
ID 449	 load 80.0
ID 450	 load 47.0
ID 451	 load 18.0
ID 452	 load 24.0
ID 453	 load 32.0
ID 454	 load 15.0
ID 455	 load 6.0
ID 456	 load 52.0
ID 457	 load 86.0
ID 458	 load 97.0
ID 459	 load 66.0
ID 460	 load 82.0
ID 461	 load 30.0
ID 462	 load 55.0
ID 463	 load 66.0
ID 464	 load 69.0
ID 465	 load 60.0
ID 466	 load 16.0
ID 467	 load 71.0
ID 468	 load 91.0
ID 469	 load 32.0
ID 470	 load 42.0
ID 471	 load 22.0
ID 472	 load 41.0
ID 473	 load 18.0
ID 474	 load 8.0
ID 475	 load 32.0
ID 476	 load 76.0
ID 477	 load 13.0
ID 478	 load 37.0
ID 479	 load 6.0
ID 480	 load 4.0
ID 481	 load 4.0
ID 482	 load 93.0
ID 483	 load 45.0
ID 484	 load 99.0
ID 485	 load 71.0
ID 486	 load 55.0
ID 487	 load 56.0
ID 488	 load 14.0
ID 489	 load 61.0
ID 490	 load 12.0
ID 491	 load 32.0
ID 492	 load 10.0
ID 493	 load 62.0
ID 494	 load 27.0
ID 495	 load 44.0
ID 496	 load 2.0
ID 497	 load 80.0
ID 498	 load 24.0
ID 499	 load 49.0
ID 500	 load 5.0
ID 501	 load 13.0
ID 502	 load 6.0
ID 503	 load 8.0
ID 504	 load 5.0
ID 505	 load 79.0
ID 506	 load 76.0
ID 507	 load 37.0
ID 508	 load 10.0
ID 509	 load 9.0
ID 510	 load 48.0
ID 511	 load 9.0
ID 512	 load 88.0
ID 513	 load 15.0
ID 514	 load 64.0
ID 515	 load 24.0
ID 516	 load 92.0
ID 517	 load 5.0
ID 518	 load 16.0
ID 519	 load 29.0
ID 520	 load 42.0
ID 521	 load 44.0
ID 522	 load 9.0
ID 523	 load 20.0
ID 524	 load 94.0
ID 525	 load 93.0
ID 526	 load 95.0
ID 527	 load 6.0
ID 528	 load 27.0
ID 529	 load 81.0
ID 530	 load 56.0
ID 531	 load 61.0
ID 532	 load 40.0
ID 533	 load 34.0
ID 534	 load 87.0
ID 535	 load 25.0
ID 536	 load 65.0
ID 537	 load 97.0
ID 538	 load 76.0
ID 539	 load 49.0
ID 540	 load 88.0
ID 541	 load 51.0
ID 542	 load 79.0
ID 543	 load 21.0
ID 544	 load 11.0
ID 545	 load 57.0
ID 546	 load 73.0
ID 547	 load 27.0
ID 548	 load 90.0
ID 549	 load 24.0
ID 550	 load 78.0
ID 551	 load 63.0
ID 552	 load 45.0
ID 553	 load 14.0
ID 554	 load 31.0
ID 555	 load 21.0
ID 556	 load 54.0
ID 557	 load 96.0
ID 558	 load 80.0
ID 559	 load 60.0
ID 560	 load 55.0
ID 561	 load 57.0
ID 562	 load 51.0
ID 563	 load 90.0
ID 564	 load 62.0
ID 565	 load 21.0
ID 566	 load 55.0
ID 567	 load 81.0
ID 568	 load 90.0
ID 569	 load 47.0
ID 570	 load 20.0
ID 571	 load 15.0
ID 572	 load 80.0
ID 573	 load 94.0
ID 574	 load 71.0
ID 575	 load 19.0
ID 576	 load 16.0
ID 577	 load 97.0
ID 578	 load 4.0
ID 579	 load 94.0
ID 580	 load 15.0
ID 581	 load 83.0
ID 582	 load 94.0
ID 583	 load 61.0
ID 584	 load 75.0
ID 585	 load 0.0
ID 586	 load 10.0
ID 587	 load 30.0
ID 588	 load 27.0
ID 589	 load 91.0
ID 590	 load 66.0
ID 591	 load 68.0
ID 592	 load 38.0
ID 593	 load 73.0
ID 594	 load 82.0
ID 595	 load 64.0
ID 596	 load 6.0
ID 597	 load 25.0
ID 598	 load 97.0
ID 599	 load 92.0
ID 600	 load 95.0
ID 601	 load 84.0
ID 602	 load 3.0
ID 603	 load 56.0
ID 604	 load 26.0
ID 605	 load 65.0
ID 606	 load 41.0
ID 607	 load 37.0
ID 608	 load 23.0
ID 609	 load 33.0
ID 610	 load 6.0
ID 611	 load 43.0
ID 612	 load 77.0
ID 613	 load 80.0
ID 614	 load 17.0
ID 615	 load 47.0
ID 616	 load 77.0
ID 617	 load 33.0
ID 618	 load 38.0
ID 619	 load 17.0
ID 620	 load 26.0
ID 621	 load 64.0
ID 622	 load 99.0
ID 623	 load 99.0
ID 624	 load 91.0
ID 625	 load 99.0
ID 626	 load 8.0
ID 627	 load 36.0
ID 628	 load 78.0
ID 629	 load 75.0
ID 630	 load 90.0
ID 631	 load 57.0
ID 632	 load 82.0
ID 633	 load 45.0
ID 634	 load 6.0
ID 635	 load 41.0
ID 636	 load 54.0
ID 637	 load 88.0
ID 638	 load 15.0
ID 639	 load 81.0
ID 640	 load 74.0
ID 641	 load 41.0
ID 642	 load 93.0
ID 643	 load 47.0
ID 644	 load 47.0
ID 645	 load 82.0
ID 646	 load 11.0
ID 647	 load 1.0
ID 648	 load 19.0
ID 649	 load 56.0
ID 650	 load 76.0
ID 651	 load 81.0
ID 652	 load 77.0
ID 653	 load 63.0
ID 654	 load 75.0
ID 655	 load 98.0
ID 656	 load 84.0
ID 657	 load 10.0
ID 658	 load 91.0
ID 659	 load 9.0
ID 660	 load 15.0
ID 661	 load 50.0
ID 662	 load 0.0
ID 663	 load 96.0
ID 664	 load 85.0
ID 665	 load 56.0
ID 666	 load 25.0
ID 667	 load 92.0
ID 668	 load 8.0
ID 669	 load 54.0
ID 670	 load 85.0
ID 671	 load 98.0
ID 672	 load 83.0
ID 673	 load 0.0
ID 674	 load 82.0
ID 675	 load 78.0
ID 676	 load 19.0
ID 677	 load 34.0
ID 678	 load 39.0
ID 679	 load 27.0
ID 680	 load 16.0
ID 681	 load 12.0
ID 682	 load 2.0
ID 683	 load 89.0
ID 684	 load 81.0
ID 685	 load 39.0
ID 686	 load 25.0
ID 687	 load 29.0
ID 688	 load 61.0
ID 689	 load 71.0
ID 690	 load 3.0
ID 691	 load 45.0
ID 692	 load 66.0
ID 693	 load 39.0
ID 694	 load 66.0
ID 695	 load 74.0
ID 696	 load 36.0
ID 697	 load 24.0
ID 698	 load 86.0
ID 699	 load 35.0
ID 700	 load 69.0
ID 701	 load 90.0
ID 702	 load 46.0
ID 703	 load 53.0
ID 704	 load 96.0
ID 705	 load 67.0
ID 706	 load 78.0
ID 707	 load 17.0
ID 708	 load 7.0
ID 709	 load 73.0
ID 710	 load 36.0
ID 711	 load 91.0
ID 712	 load 66.0
ID 713	 load 37.0
ID 714	 load 39.0
ID 715	 load 87.0
ID 716	 load 71.0
ID 717	 load 46.0
ID 718	 load 87.0
ID 719	 load 17.0
ID 720	 load 71.0
ID 721	 load 12.0
ID 722	 load 62.0
ID 723	 load 14.0
ID 724	 load 88.0
ID 725	 load 93.0
ID 726	 load 82.0
ID 727	 load 41.0
ID 728	 load 29.0
ID 729	 load 4.0
ID 730	 load 90.0
ID 731	 load 50.0
ID 732	 load 74.0
ID 733	 load 63.0
ID 734	 load 41.0
ID 735	 load 75.0
ID 736	 load 75.0
ID 737	 load 83.0
ID 738	 load 16.0
ID 739	 load 62.0
ID 740	 load 13.0
ID 741	 load 19.0
ID 742	 load 37.0
ID 743	 load 93.0
ID 744	 load 92.0
ID 745	 load 75.0
ID 746	 load 53.0
ID 747	 load 98.0
ID 748	 load 90.0
ID 749	 load 37.0
ID 750	 load 94.0
ID 751	 load 65.0
ID 752	 load 69.0
ID 753	 load 7.0
ID 754	 load 92.0
ID 755	 load 20.0
ID 756	 load 34.0
ID 757	 load 12.0
ID 758	 load 25.0
ID 759	 load 83.0
ID 760	 load 74.0
ID 761	 load 14.0
ID 762	 load 11.0
ID 763	 load 45.0
ID 764	 load 66.0
ID 765	 load 39.0
ID 766	 load 14.0
ID 767	 load 53.0
ID 768	 load 11.0
ID 769	 load 55.0
ID 770	 load 99.0
ID 771	 load 94.0
ID 772	 load 17.0
ID 773	 load 77.0
ID 774	 load 87.0
ID 775	 load 71.0
ID 776	 load 7.0
ID 777	 load 77.0
ID 778	 load 57.0
ID 779	 load 87.0
ID 780	 load 43.0
ID 781	 load 93.0
ID 782	 load 59.0
ID 783	 load 1.0
ID 784	 load 54.0
ID 785	 load 3.0
ID 786	 load 35.0
ID 787	 load 25.0
ID 788	 load 50.0
ID 789	 load 93.0
ID 790	 load 13.0
ID 791	 load 96.0
ID 792	 load 25.0
ID 793	 load 10.0
ID 794	 load 60.0
ID 795	 load 2.0
ID 796	 load 72.0
ID 797	 load 45.0
ID 798	 load 75.0
ID 799	 load 38.0
ID 800	 load 5.0
ID 801	 load 86.0
ID 802	 load 90.0
ID 803	 load 66.0
ID 804	 load 7.0
ID 805	 load 46.0
ID 806	 load 9.0
ID 807	 load 64.0
ID 808	 load 39.0
ID 809	 load 86.0
ID 810	 load 39.0
ID 811	 load 47.0
ID 812	 load 79.0
ID 813	 load 30.0
ID 814	 load 92.0
ID 815	 load 58.0
ID 816	 load 94.0
ID 817	 load 64.0
ID 818	 load 85.0
ID 819	 load 94.0
ID 820	 load 45.0
ID 821	 load 80.0
ID 822	 load 97.0
ID 823	 load 73.0
ID 824	 load 18.0
ID 825	 load 26.0
ID 826	 load 60.0
ID 827	 load 47.0
ID 828	 load 53.0
ID 829	 load 46.0
ID 830	 load 46.0
ID 831	 load 19.0
ID 832	 load 89.0
ID 833	 load 12.0
ID 834	 load 14.0
ID 835	 load 57.0
ID 836	 load 87.0
ID 837	 load 16.0
ID 838	 load 46.0
ID 839	 load 11.0
ID 840	 load 74.0
ID 841	 load 12.0
ID 842	 load 98.0
ID 843	 load 85.0
ID 844	 load 39.0
ID 845	 load 66.0
ID 846	 load 53.0
ID 847	 load 5.0
ID 848	 load 65.0
ID 849	 load 28.0
ID 850	 load 46.0
ID 851	 load 37.0
ID 852	 load 14.0
ID 853	 load 0.0
ID 854	 load 59.0
ID 855	 load 10.0
ID 856	 load 90.0
ID 857	 load 71.0
ID 858	 load 31.0
ID 859	 load 54.0
ID 860	 load 21.0
ID 861	 load 44.0
ID 862	 load 89.0
ID 863	 load 86.0
ID 864	 load 24.0
ID 865	 load 21.0
ID 866	 load 40.0
ID 867	 load 46.0
ID 868	 load 77.0
ID 869	 load 66.0
ID 870	 load 35.0
ID 871	 load 99.0
ID 872	 load 53.0
ID 873	 load 0.0
ID 874	 load 93.0
ID 875	 load 16.0
ID 876	 load 56.0
ID 877	 load 45.0
ID 878	 load 31.0
ID 879	 load 5.0
ID 880	 load 84.0
ID 881	 load 74.0
ID 882	 load 83.0
ID 883	 load 72.0
ID 884	 load 84.0
ID 885	 load 36.0
ID 886	 load 27.0
ID 887	 load 47.0
ID 888	 load 97.0
ID 889	 load 18.0
ID 890	 load 37.0
ID 891	 load 66.0
ID 892	 load 98.0
ID 893	 load 67.0
ID 894	 load 55.0
ID 895	 load 84.0
ID 896	 load 15.0
ID 897	 load 58.0
ID 898	 load 66.0
ID 899	 load 38.0
ID 900	 load 35.0
ID 901	 load 74.0
ID 902	 load 3.0
ID 903	 load 67.0
ID 904	 load 42.0
ID 905	 load 54.0
ID 906	 load 93.0
ID 907	 load 69.0
ID 908	 load 86.0
ID 909	 load 65.0
ID 910	 load 14.0
ID 911	 load 77.0
ID 912	 load 68.0
ID 913	 load 38.0
ID 914	 load 66.0
ID 915	 load 35.0
ID 916	 load 7.0
ID 917	 load 44.0
ID 918	 load 50.0
ID 919	 load 67.0
ID 920	 load 33.0
ID 921	 load 48.0
ID 922	 load 59.0
ID 923	 load 72.0
ID 924	 load 37.0
ID 925	 load 8.0
ID 926	 load 96.0
ID 927	 load 54.0
ID 928	 load 28.0
ID 929	 load 21.0
ID 930	 load 75.0
ID 931	 load 10.0
ID 932	 load 77.0
ID 933	 load 13.0
ID 934	 load 69.0
ID 935	 load 51.0
ID 936	 load 86.0
ID 937	 load 86.0
ID 938	 load 42.0
ID 939	 load 64.0
ID 940	 load 66.0
ID 941	 load 49.0
ID 942	 load 44.0
ID 943	 load 39.0
ID 944	 load 88.0
ID 945	 load 64.0
ID 946	 load 85.0
ID 947	 load 18.0
ID 948	 load 85.0
ID 949	 load 94.0
ID 950	 load 92.0
ID 951	 load 64.0
ID 952	 load 76.0
ID 953	 load 86.0
ID 954	 load 28.0
ID 955	 load 89.0
ID 956	 load 73.0
ID 957	 load 20.0
ID 958	 load 35.0
ID 959	 load 4.0
ID 960	 load 71.0
ID 961	 load 34.0
ID 962	 load 84.0
ID 963	 load 69.0
ID 964	 load 69.0
ID 965	 load 46.0
ID 966	 load 41.0
ID 967	 load 34.0
ID 968	 load 69.0
ID 969	 load 87.0
ID 970	 load 97.0
ID 971	 load 16.0
ID 972	 load 60.0
ID 973	 load 2.0
ID 974	 load 20.0
ID 975	 load 43.0
ID 976	 load 22.0
ID 977	 load 42.0
ID 978	 load 31.0
ID 979	 load 15.0
ID 980	 load 80.0
ID 981	 load 5.0
ID 982	 load 41.0
ID 983	 load 23.0
ID 984	 load 25.0
ID 985	 load 52.0
ID 986	 load 36.0
ID 987	 load 26.0
ID 988	 load 39.0
ID 989	 load 70.0
ID 990	 load 17.0
ID 991	 load 22.0
ID 992	 load 92.0
ID 993	 load 60.0
ID 994	 load 12.0
ID 995	 load 12.0
ID 996	 load 69.0
ID 997	 load 4.0
ID 998	 load 75.0
ID 999	 load 72.0
ID 1000	 load 35.0
ID 1001	 load 56.0
ID 1002	 load 30.0
ID 1003	 load 46.0
ID 1004	 load 18.0
ID 1005	 load 75.0
ID 1006	 load 19.0
ID 1007	 load 55.0
ID 1008	 load 54.0
ID 1009	 load 27.0
ID 1010	 load 2.0
ID 1011	 load 91.0
ID 1012	 load 10.0
ID 1013	 load 21.0
ID 1014	 load 23.0
ID 1015	 load 61.0
ID 1016	 load 88.0
ID 1017	 load 85.0
ID 1018	 load 19.0
ID 1019	 load 33.0
ID 1020	 load 79.0
ID 1021	 load 87.0
ID 1022	 load 64.0
ID 1023	 load 16.0
ID 1024	 load 8.0
ID 1025	 load 31.0
ID 1026	 load 5.0
ID 1027	 load 18.0
ID 1028	 load 18.0
ID 1029	 load 67.0
ID 1030	 load 95.0
ID 1031	 load 27.0
ID 1032	 load 20.0
ID 1033	 load 57.0
ID 1034	 load 45.0
ID 1035	 load 71.0
ID 1036	 load 71.0
ID 1037	 load 18.0
ID 1038	 load 53.0
ID 1039	 load 89.0
ID 1040	 load 41.0
ID 1041	 load 77.0
ID 1042	 load 25.0
ID 1043	 load 87.0
ID 1044	 load 90.0
ID 1045	 load 11.0
ID 1046	 load 14.0
ID 1047	 load 67.0
ID 1048	 load 89.0
ID 1049	 load 66.0
ID 1050	 load 15.0
ID 1051	 load 79.0
ID 1052	 load 3.0
ID 1053	 load 62.0
ID 1054	 load 8.0
ID 1055	 load 81.0
ID 1056	 load 55.0
ID 1057	 load 51.0
ID 1058	 load 25.0
ID 1059	 load 70.0
ID 1060	 load 4.0
ID 1061	 load 34.0
ID 1062	 load 4.0
ID 1063	 load 87.0
ID 1064	 load 48.0
ID 1065	 load 9.0
ID 1066	 load 48.0
ID 1067	 load 52.0
ID 1068	 load 0.0
ID 1069	 load 85.0
ID 1070	 load 25.0
ID 1071	 load 36.0
ID 1072	 load 12.0
ID 1073	 load 82.0
ID 1074	 load 71.0
ID 1075	 load 26.0
ID 1076	 load 9.0
ID 1077	 load 27.0
ID 1078	 load 54.0
ID 1079	 load 16.0
ID 1080	 load 3.0
ID 1081	 load 6.0
ID 1082	 load 49.0
ID 1083	 load 33.0
ID 1084	 load 83.0
ID 1085	 load 89.0
ID 1086	 load 37.0
ID 1087	 load 49.0
ID 1088	 load 2.0
ID 1089	 load 19.0
ID 1090	 load 46.0
ID 1091	 load 11.0
ID 1092	 load 0.0
ID 1093	 load 24.0
ID 1094	 load 6.0
ID 1095	 load 16.0
ID 1096	 load 65.0
ID 1097	 load 7.0
ID 1098	 load 86.0
ID 1099	 load 34.0
ID 1100	 load 76.0
ID 1101	 load 33.0
ID 1102	 load 85.0
ID 1103	 load 16.0
ID 1104	 load 7.0
ID 1105	 load 55.0
ID 1106	 load 2.0
ID 1107	 load 68.0
ID 1108	 load 2.0
ID 1109	 load 57.0
ID 1110	 load 37.0
ID 1111	 load 0.0
ID 1112	 load 24.0
ID 1113	 load 4.0
ID 1114	 load 18.0
ID 1115	 load 86.0
ID 1116	 load 2.0
ID 1117	 load 21.0
ID 1118	 load 82.0
ID 1119	 load 64.0
ID 1120	 load 42.0
ID 1121	 load 7.0
ID 1122	 load 81.0
ID 1123	 load 73.0
ID 1124	 load 26.0
ID 1125	 load 30.0
ID 1126	 load 83.0
ID 1127	 load 36.0
ID 1128	 load 56.0
ID 1129	 load 37.0
ID 1130	 load 7.0
ID 1131	 load 4.0
ID 1132	 load 86.0
ID 1133	 load 78.0
ID 1134	 load 29.0
ID 1135	 load 84.0
ID 1136	 load 92.0
ID 1137	 load 75.0
ID 1138	 load 67.0
ID 1139	 load 69.0
ID 1140	 load 69.0
ID 1141	 load 73.0
ID 1142	 load 59.0
ID 1143	 load 52.0
ID 1144	 load 57.0
ID 1145	 load 77.0
ID 1146	 load 21.0
ID 1147	 load 10.0
ID 1148	 load 52.0
