Config: 1000 Star Graph
MSE: 2362.543235999998
Cycle No.: 1
ID 0	 sum 43.0	 weight 1.0	 Average 43.0
ID 152	 sum 96.0	 weight 1.0	 Average 96.0
ID 153	 sum 99.0	 weight 1.0	 Average 99.0
ID 154	 sum 65.0	 weight 1.0	 Average 65.0
ID 155	 sum 48.0	 weight 1.0	 Average 48.0
ID 156	 sum 43.0	 weight 1.0	 Average 43.0
ID 157	 sum 9.0	 weight 1.0	 Average 9.0
ID 158	 sum 8.0	 weight 1.0	 Average 8.0
ID 159	 sum 78.0	 weight 1.0	 Average 78.0
ID 160	 sum 62.0	 weight 1.0	 Average 62.0
ID 161	 sum 2.0	 weight 1.0	 Average 2.0
ID 162	 sum 77.0	 weight 1.0	 Average 77.0
ID 163	 sum 62.0	 weight 1.0	 Average 62.0
ID 164	 sum 61.0	 weight 1.0	 Average 61.0
ID 165	 sum 18.0	 weight 1.0	 Average 18.0
ID 166	 sum 83.0	 weight 1.0	 Average 83.0
ID 167	 sum 38.0	 weight 1.0	 Average 38.0
ID 168	 sum 24.0	 weight 1.0	 Average 24.0
ID 169	 sum 31.0	 weight 1.0	 Average 31.0
ID 170	 sum 29.0	 weight 1.0	 Average 29.0
ID 171	 sum 45.0	 weight 1.0	 Average 45.0
ID 172	 sum 96.0	 weight 1.0	 Average 96.0
ID 173	 sum 98.0	 weight 1.0	 Average 98.0
ID 174	 sum 85.0	 weight 1.0	 Average 85.0
ID 175	 sum 49.0	 weight 1.0	 Average 49.0
ID 176	 sum 3.0	 weight 1.0	 Average 3.0
ID 177	 sum 7.0	 weight 1.0	 Average 7.0
ID 178	 sum 43.0	 weight 1.0	 Average 43.0
ID 179	 sum 8.0	 weight 1.0	 Average 8.0
ID 180	 sum 20.0	 weight 1.0	 Average 20.0
ID 181	 sum 2.0	 weight 1.0	 Average 2.0
ID 182	 sum 42.0	 weight 1.0	 Average 42.0
ID 183	 sum 62.0	 weight 1.0	 Average 62.0
ID 184	 sum 64.0	 weight 1.0	 Average 64.0
ID 185	 sum 94.0	 weight 1.0	 Average 94.0
ID 186	 sum 75.0	 weight 1.0	 Average 75.0
ID 187	 sum 1.0	 weight 1.0	 Average 1.0
ID 188	 sum 82.0	 weight 1.0	 Average 82.0
ID 189	 sum 36.0	 weight 1.0	 Average 36.0
ID 190	 sum 41.0	 weight 1.0	 Average 41.0
ID 191	 sum 31.0	 weight 1.0	 Average 31.0
ID 192	 sum 95.0	 weight 1.0	 Average 95.0
ID 193	 sum 46.0	 weight 1.0	 Average 46.0
ID 194	 sum 80.0	 weight 1.0	 Average 80.0
ID 195	 sum 17.0	 weight 1.0	 Average 17.0
ID 196	 sum 55.0	 weight 1.0	 Average 55.0
ID 197	 sum 64.0	 weight 1.0	 Average 64.0
ID 198	 sum 45.0	 weight 1.0	 Average 45.0
ID 199	 sum 21.0	 weight 1.0	 Average 21.0
ID 200	 sum 62.0	 weight 1.0	 Average 62.0
ID 201	 sum 80.0	 weight 1.0	 Average 80.0
ID 202	 sum 65.0	 weight 1.0	 Average 65.0
ID 203	 sum 43.0	 weight 1.0	 Average 43.0
ID 204	 sum 18.0	 weight 1.0	 Average 18.0
ID 205	 sum 97.0	 weight 1.0	 Average 97.0
ID 206	 sum 33.0	 weight 1.0	 Average 33.0
ID 207	 sum 27.0	 weight 1.0	 Average 27.0
ID 208	 sum 83.0	 weight 1.0	 Average 83.0
ID 209	 sum 21.0	 weight 1.0	 Average 21.0
ID 210	 sum 24.0	 weight 1.0	 Average 24.0
ID 211	 sum 68.0	 weight 1.0	 Average 68.0
ID 212	 sum 87.0	 weight 1.0	 Average 87.0
ID 213	 sum 28.0	 weight 1.0	 Average 28.0
ID 214	 sum 23.0	 weight 1.0	 Average 23.0
ID 215	 sum 60.0	 weight 1.0	 Average 60.0
ID 216	 sum 83.0	 weight 1.0	 Average 83.0
ID 217	 sum 45.0	 weight 1.0	 Average 45.0
ID 218	 sum 52.0	 weight 1.0	 Average 52.0
ID 219	 sum 75.0	 weight 1.0	 Average 75.0
ID 220	 sum 48.0	 weight 1.0	 Average 48.0
ID 221	 sum 12.0	 weight 1.0	 Average 12.0
ID 222	 sum 93.0	 weight 1.0	 Average 93.0
ID 223	 sum 56.0	 weight 1.0	 Average 56.0
ID 224	 sum 30.0	 weight 1.0	 Average 30.0
ID 225	 sum 23.0	 weight 1.0	 Average 23.0
ID 226	 sum 61.0	 weight 1.0	 Average 61.0
ID 227	 sum 54.0	 weight 1.0	 Average 54.0
ID 228	 sum 24.0	 weight 1.0	 Average 24.0
ID 229	 sum 73.0	 weight 1.0	 Average 73.0
ID 230	 sum 36.0	 weight 1.0	 Average 36.0
ID 231	 sum 23.0	 weight 1.0	 Average 23.0
ID 232	 sum 80.0	 weight 1.0	 Average 80.0
ID 233	 sum 25.0	 weight 1.0	 Average 25.0
ID 234	 sum 68.0	 weight 1.0	 Average 68.0
ID 235	 sum 41.0	 weight 1.0	 Average 41.0
ID 236	 sum 22.0	 weight 1.0	 Average 22.0
ID 237	 sum 16.0	 weight 1.0	 Average 16.0
ID 238	 sum 26.0	 weight 1.0	 Average 26.0
ID 239	 sum 82.0	 weight 1.0	 Average 82.0
ID 240	 sum 34.0	 weight 1.0	 Average 34.0
ID 241	 sum 32.0	 weight 1.0	 Average 32.0
ID 242	 sum 91.0	 weight 1.0	 Average 91.0
ID 243	 sum 63.0	 weight 1.0	 Average 63.0
ID 244	 sum 27.0	 weight 1.0	 Average 27.0
ID 245	 sum 68.0	 weight 1.0	 Average 68.0
ID 246	 sum 21.0	 weight 1.0	 Average 21.0
ID 247	 sum 60.0	 weight 1.0	 Average 60.0
ID 248	 sum 67.0	 weight 1.0	 Average 67.0
ID 249	 sum 42.0	 weight 1.0	 Average 42.0
ID 250	 sum 18.0	 weight 1.0	 Average 18.0
ID 251	 sum 34.0	 weight 1.0	 Average 34.0
ID 252	 sum 55.0	 weight 1.0	 Average 55.0
ID 253	 sum 9.0	 weight 1.0	 Average 9.0
ID 254	 sum 7.0	 weight 1.0	 Average 7.0
ID 255	 sum 48.0	 weight 1.0	 Average 48.0
ID 256	 sum 15.0	 weight 1.0	 Average 15.0
ID 257	 sum 85.0	 weight 1.0	 Average 85.0
ID 258	 sum 40.0	 weight 1.0	 Average 40.0
ID 259	 sum 95.0	 weight 1.0	 Average 95.0
ID 260	 sum 74.0	 weight 1.0	 Average 74.0
ID 261	 sum 8.0	 weight 1.0	 Average 8.0
ID 262	 sum 28.0	 weight 1.0	 Average 28.0
ID 263	 sum 26.0	 weight 1.0	 Average 26.0
ID 264	 sum 15.0	 weight 1.0	 Average 15.0
ID 265	 sum 11.0	 weight 1.0	 Average 11.0
ID 266	 sum 33.0	 weight 1.0	 Average 33.0
ID 267	 sum 96.0	 weight 1.0	 Average 96.0
ID 268	 sum 0.0	 weight 1.0	 Average 0.0
ID 269	 sum 27.0	 weight 1.0	 Average 27.0
ID 270	 sum 5.0	 weight 1.0	 Average 5.0
ID 271	 sum 3.0	 weight 1.0	 Average 3.0
ID 272	 sum 55.0	 weight 1.0	 Average 55.0
ID 273	 sum 88.0	 weight 1.0	 Average 88.0
ID 274	 sum 35.0	 weight 1.0	 Average 35.0
ID 275	 sum 59.0	 weight 1.0	 Average 59.0
ID 276	 sum 62.0	 weight 1.0	 Average 62.0
ID 277	 sum 78.0	 weight 1.0	 Average 78.0
ID 278	 sum 88.0	 weight 1.0	 Average 88.0
ID 279	 sum 17.0	 weight 1.0	 Average 17.0
ID 280	 sum 7.0	 weight 1.0	 Average 7.0
ID 281	 sum 30.0	 weight 1.0	 Average 30.0
ID 282	 sum 6.0	 weight 1.0	 Average 6.0
ID 283	 sum 95.0	 weight 1.0	 Average 95.0
ID 284	 sum 2.0	 weight 1.0	 Average 2.0
ID 285	 sum 38.0	 weight 1.0	 Average 38.0
ID 286	 sum 95.0	 weight 1.0	 Average 95.0
ID 287	 sum 48.0	 weight 1.0	 Average 48.0
ID 288	 sum 49.0	 weight 1.0	 Average 49.0
ID 289	 sum 62.0	 weight 1.0	 Average 62.0
ID 290	 sum 72.0	 weight 1.0	 Average 72.0
ID 291	 sum 49.0	 weight 1.0	 Average 49.0
ID 292	 sum 40.0	 weight 1.0	 Average 40.0
ID 293	 sum 61.0	 weight 1.0	 Average 61.0
ID 294	 sum 30.0	 weight 1.0	 Average 30.0
ID 295	 sum 41.0	 weight 1.0	 Average 41.0
ID 296	 sum 48.0	 weight 1.0	 Average 48.0
ID 297	 sum 60.0	 weight 1.0	 Average 60.0
ID 298	 sum 7.0	 weight 1.0	 Average 7.0
ID 299	 sum 95.0	 weight 1.0	 Average 95.0
ID 300	 sum 63.0	 weight 1.0	 Average 63.0
ID 301	 sum 79.0	 weight 1.0	 Average 79.0
ID 302	 sum 33.0	 weight 1.0	 Average 33.0
ID 303	 sum 32.0	 weight 1.0	 Average 32.0
ID 304	 sum 29.0	 weight 1.0	 Average 29.0
ID 305	 sum 53.0	 weight 1.0	 Average 53.0
ID 306	 sum 6.0	 weight 1.0	 Average 6.0
ID 307	 sum 92.0	 weight 1.0	 Average 92.0
ID 308	 sum 16.0	 weight 1.0	 Average 16.0
ID 309	 sum 65.0	 weight 1.0	 Average 65.0
ID 310	 sum 88.0	 weight 1.0	 Average 88.0
ID 311	 sum 48.0	 weight 1.0	 Average 48.0
ID 312	 sum 75.0	 weight 1.0	 Average 75.0
ID 313	 sum 60.0	 weight 1.0	 Average 60.0
ID 314	 sum 13.0	 weight 1.0	 Average 13.0
ID 315	 sum 19.0	 weight 1.0	 Average 19.0
ID 316	 sum 50.0	 weight 1.0	 Average 50.0
ID 317	 sum 49.0	 weight 1.0	 Average 49.0
ID 318	 sum 22.0	 weight 1.0	 Average 22.0
ID 319	 sum 40.0	 weight 1.0	 Average 40.0
ID 320	 sum 13.0	 weight 1.0	 Average 13.0
ID 321	 sum 49.0	 weight 1.0	 Average 49.0
ID 322	 sum 27.0	 weight 1.0	 Average 27.0
ID 323	 sum 9.0	 weight 1.0	 Average 9.0
ID 324	 sum 48.0	 weight 1.0	 Average 48.0
ID 325	 sum 45.0	 weight 1.0	 Average 45.0
ID 326	 sum 27.0	 weight 1.0	 Average 27.0
ID 327	 sum 96.0	 weight 1.0	 Average 96.0
ID 328	 sum 3.0	 weight 1.0	 Average 3.0
ID 329	 sum 76.0	 weight 1.0	 Average 76.0
ID 330	 sum 71.0	 weight 1.0	 Average 71.0
ID 331	 sum 62.0	 weight 1.0	 Average 62.0
ID 332	 sum 0.0	 weight 1.0	 Average 0.0
ID 333	 sum 51.0	 weight 1.0	 Average 51.0
ID 334	 sum 97.0	 weight 1.0	 Average 97.0
ID 335	 sum 69.0	 weight 1.0	 Average 69.0
ID 336	 sum 1.0	 weight 1.0	 Average 1.0
ID 337	 sum 67.0	 weight 1.0	 Average 67.0
ID 338	 sum 2.0	 weight 1.0	 Average 2.0
ID 339	 sum 88.0	 weight 1.0	 Average 88.0
ID 340	 sum 81.0	 weight 1.0	 Average 81.0
ID 341	 sum 2.0	 weight 1.0	 Average 2.0
ID 342	 sum 85.0	 weight 1.0	 Average 85.0
ID 343	 sum 7.0	 weight 1.0	 Average 7.0
ID 344	 sum 30.0	 weight 1.0	 Average 30.0
ID 345	 sum 62.0	 weight 1.0	 Average 62.0
ID 346	 sum 25.0	 weight 1.0	 Average 25.0
ID 347	 sum 9.0	 weight 1.0	 Average 9.0
ID 348	 sum 62.0	 weight 1.0	 Average 62.0
ID 349	 sum 95.0	 weight 1.0	 Average 95.0
ID 350	 sum 61.0	 weight 1.0	 Average 61.0
ID 351	 sum 84.0	 weight 1.0	 Average 84.0
ID 352	 sum 93.0	 weight 1.0	 Average 93.0
ID 353	 sum 43.0	 weight 1.0	 Average 43.0
ID 354	 sum 93.0	 weight 1.0	 Average 93.0
ID 355	 sum 79.0	 weight 1.0	 Average 79.0
ID 356	 sum 31.0	 weight 1.0	 Average 31.0
ID 357	 sum 32.0	 weight 1.0	 Average 32.0
ID 358	 sum 23.0	 weight 1.0	 Average 23.0
ID 359	 sum 57.0	 weight 1.0	 Average 57.0
ID 360	 sum 74.0	 weight 1.0	 Average 74.0
ID 361	 sum 92.0	 weight 1.0	 Average 92.0
ID 362	 sum 95.0	 weight 1.0	 Average 95.0
ID 363	 sum 48.0	 weight 1.0	 Average 48.0
ID 364	 sum 7.0	 weight 1.0	 Average 7.0
ID 365	 sum 51.0	 weight 1.0	 Average 51.0
ID 366	 sum 94.0	 weight 1.0	 Average 94.0
ID 367	 sum 37.0	 weight 1.0	 Average 37.0
ID 368	 sum 68.0	 weight 1.0	 Average 68.0
ID 369	 sum 43.0	 weight 1.0	 Average 43.0
ID 370	 sum 21.0	 weight 1.0	 Average 21.0
ID 371	 sum 2.0	 weight 1.0	 Average 2.0
ID 372	 sum 80.0	 weight 1.0	 Average 80.0
ID 373	 sum 14.0	 weight 1.0	 Average 14.0
ID 374	 sum 32.0	 weight 1.0	 Average 32.0
ID 375	 sum 63.0	 weight 1.0	 Average 63.0
ID 376	 sum 64.0	 weight 1.0	 Average 64.0
ID 377	 sum 24.0	 weight 1.0	 Average 24.0
ID 378	 sum 71.0	 weight 1.0	 Average 71.0
ID 379	 sum 90.0	 weight 1.0	 Average 90.0
ID 380	 sum 66.0	 weight 1.0	 Average 66.0
ID 381	 sum 78.0	 weight 1.0	 Average 78.0
ID 382	 sum 68.0	 weight 1.0	 Average 68.0
ID 383	 sum 82.0	 weight 1.0	 Average 82.0
ID 384	 sum 34.0	 weight 1.0	 Average 34.0
ID 385	 sum 80.0	 weight 1.0	 Average 80.0
ID 386	 sum 40.0	 weight 1.0	 Average 40.0
ID 387	 sum 17.0	 weight 1.0	 Average 17.0
ID 388	 sum 50.0	 weight 1.0	 Average 50.0
ID 389	 sum 13.0	 weight 1.0	 Average 13.0
ID 390	 sum 33.0	 weight 1.0	 Average 33.0
ID 391	 sum 7.0	 weight 1.0	 Average 7.0
ID 392	 sum 10.0	 weight 1.0	 Average 10.0
ID 393	 sum 90.0	 weight 1.0	 Average 90.0
ID 394	 sum 96.0	 weight 1.0	 Average 96.0
ID 395	 sum 15.0	 weight 1.0	 Average 15.0
ID 396	 sum 0.0	 weight 1.0	 Average 0.0
ID 397	 sum 44.0	 weight 1.0	 Average 44.0
ID 398	 sum 57.0	 weight 1.0	 Average 57.0
ID 399	 sum 48.0	 weight 1.0	 Average 48.0
ID 400	 sum 46.0	 weight 1.0	 Average 46.0
ID 401	 sum 6.0	 weight 1.0	 Average 6.0
ID 402	 sum 99.0	 weight 1.0	 Average 99.0
ID 403	 sum 45.0	 weight 1.0	 Average 45.0
ID 404	 sum 55.0	 weight 1.0	 Average 55.0
ID 405	 sum 45.0	 weight 1.0	 Average 45.0
ID 406	 sum 50.0	 weight 1.0	 Average 50.0
ID 407	 sum 54.0	 weight 1.0	 Average 54.0
ID 408	 sum 19.0	 weight 1.0	 Average 19.0
ID 409	 sum 92.0	 weight 1.0	 Average 92.0
ID 410	 sum 81.0	 weight 1.0	 Average 81.0
ID 411	 sum 59.0	 weight 1.0	 Average 59.0
ID 412	 sum 31.0	 weight 1.0	 Average 31.0
ID 413	 sum 8.0	 weight 1.0	 Average 8.0
ID 414	 sum 6.0	 weight 1.0	 Average 6.0
ID 415	 sum 11.0	 weight 1.0	 Average 11.0
ID 416	 sum 59.0	 weight 1.0	 Average 59.0
ID 417	 sum 10.0	 weight 1.0	 Average 10.0
ID 418	 sum 36.0	 weight 1.0	 Average 36.0
ID 419	 sum 78.0	 weight 1.0	 Average 78.0
ID 420	 sum 72.0	 weight 1.0	 Average 72.0
ID 421	 sum 15.0	 weight 1.0	 Average 15.0
ID 422	 sum 66.0	 weight 1.0	 Average 66.0
ID 423	 sum 43.0	 weight 1.0	 Average 43.0
ID 424	 sum 0.0	 weight 1.0	 Average 0.0
ID 425	 sum 27.0	 weight 1.0	 Average 27.0
ID 426	 sum 12.0	 weight 1.0	 Average 12.0
ID 427	 sum 28.0	 weight 1.0	 Average 28.0
ID 428	 sum 35.0	 weight 1.0	 Average 35.0
ID 429	 sum 57.0	 weight 1.0	 Average 57.0
ID 430	 sum 89.0	 weight 1.0	 Average 89.0
ID 431	 sum 11.0	 weight 1.0	 Average 11.0
ID 432	 sum 90.0	 weight 1.0	 Average 90.0
ID 433	 sum 32.0	 weight 1.0	 Average 32.0
ID 434	 sum 43.0	 weight 1.0	 Average 43.0
ID 435	 sum 1.0	 weight 1.0	 Average 1.0
ID 436	 sum 22.0	 weight 1.0	 Average 22.0
ID 437	 sum 51.0	 weight 1.0	 Average 51.0
ID 438	 sum 84.0	 weight 1.0	 Average 84.0
ID 439	 sum 7.0	 weight 1.0	 Average 7.0
ID 440	 sum 77.0	 weight 1.0	 Average 77.0
ID 441	 sum 76.0	 weight 1.0	 Average 76.0
ID 442	 sum 33.0	 weight 1.0	 Average 33.0
ID 443	 sum 73.0	 weight 1.0	 Average 73.0
ID 444	 sum 84.0	 weight 1.0	 Average 84.0
ID 445	 sum 91.0	 weight 1.0	 Average 91.0
ID 446	 sum 73.0	 weight 1.0	 Average 73.0
ID 447	 sum 3.0	 weight 1.0	 Average 3.0
ID 448	 sum 88.0	 weight 1.0	 Average 88.0
ID 449	 sum 89.0	 weight 1.0	 Average 89.0
ID 450	 sum 26.0	 weight 1.0	 Average 26.0
ID 451	 sum 77.0	 weight 1.0	 Average 77.0
ID 452	 sum 50.0	 weight 1.0	 Average 50.0
ID 453	 sum 59.0	 weight 1.0	 Average 59.0
ID 454	 sum 4.0	 weight 1.0	 Average 4.0
ID 455	 sum 98.0	 weight 1.0	 Average 98.0
ID 456	 sum 5.0	 weight 1.0	 Average 5.0
ID 457	 sum 4.0	 weight 1.0	 Average 4.0
ID 458	 sum 1.0	 weight 1.0	 Average 1.0
ID 459	 sum 77.0	 weight 1.0	 Average 77.0
ID 460	 sum 21.0	 weight 1.0	 Average 21.0
ID 461	 sum 34.0	 weight 1.0	 Average 34.0
ID 462	 sum 1.0	 weight 1.0	 Average 1.0
ID 463	 sum 16.0	 weight 1.0	 Average 16.0
ID 464	 sum 45.0	 weight 1.0	 Average 45.0
ID 465	 sum 9.0	 weight 1.0	 Average 9.0
ID 466	 sum 8.0	 weight 1.0	 Average 8.0
ID 467	 sum 12.0	 weight 1.0	 Average 12.0
ID 468	 sum 53.0	 weight 1.0	 Average 53.0
ID 469	 sum 16.0	 weight 1.0	 Average 16.0
ID 470	 sum 45.0	 weight 1.0	 Average 45.0
ID 471	 sum 45.0	 weight 1.0	 Average 45.0
ID 472	 sum 23.0	 weight 1.0	 Average 23.0
ID 473	 sum 25.0	 weight 1.0	 Average 25.0
ID 474	 sum 64.0	 weight 1.0	 Average 64.0
ID 475	 sum 28.0	 weight 1.0	 Average 28.0
ID 476	 sum 50.0	 weight 1.0	 Average 50.0
ID 477	 sum 10.0	 weight 1.0	 Average 10.0
ID 478	 sum 90.0	 weight 1.0	 Average 90.0
