ID 	474675244 sum 	 35.911115672963504 weight 	0.75
ID 	474675244 sum 	 2.244444729560219 weight 	0.23730468749999992
ID 	758529971 sum 	 2.192269216536392 weight 	0.23730468749999992
ID 	1940030785 sum 	 0.4676700482532773 weight 	0.23730468749999992
ID 	1617791695 sum 	 3.075603407107996 weight 	0.2373046874999999
ID 	1068824137 sum 	 1.606577051886762 weight 	0.2373046874999999
ID 	380894366 sum 	 1.5481480667491117 weight 	0.23730468749999992
ID 	1451270520 sum 	 1.3559672446190318 weight 	0.23730468749999992
ID 	511833308 sum 	 1.41513678463745 weight 	0.2373046874999999
ID 	1221555852 sum 	 1.7236405473290293 weight 	0.2373046874999999
ID 	1252585652 sum 	 2.910448950547176 weight 	0.2373046874999999
ID 	474675244 sum 	 1.1222223647801095 weight 	0.17797851562499986
ID 	758529971 sum 	 1.096134608268196 weight 	0.17797851562499986
ID 	1940030785 sum 	 0.23383502412663865 weight 	0.17797851562499986
ID 	1617791695 sum 	 1.537801703553998 weight 	0.17797851562499986
ID 	1068824137 sum 	 0.803288525943381 weight 	0.17797851562499986
ID 	380894366 sum 	 0.7740740333745558 weight 	0.17797851562499986
ID 	1451270520 sum 	 0.6779836223095159 weight 	0.17797851562499986
ID 	511833308 sum 	 0.707568392318725 weight 	0.17797851562499986
ID 	1221555852 sum 	 0.8618202736645146 weight 	0.17797851562499986
ID 	1252585652 sum 	 1.455224475273588 weight 	0.17797851562499986
ID 	474675244 sum 	 0.5611111823900548 weight 	0.13348388671874986
ID 	758529971 sum 	 0.548067304134098 weight 	0.13348388671874986
ID 	1940030785 sum 	 0.11691751206331932 weight 	0.13348388671874986
ID 	1617791695 sum 	 0.768900851776999 weight 	0.13348388671874986
ID 	1068824137 sum 	 0.4016442629716905 weight 	0.13348388671874986
ID 	380894366 sum 	 0.3870370166872779 weight 	0.13348388671874986
ID 	1451270520 sum 	 0.33899181115475796 weight 	0.13348388671874986
ID 	511833308 sum 	 0.3537841961593625 weight 	0.13348388671874986
ID 	1221555852 sum 	 0.4309101368322573 weight 	0.13348388671874986
ID 	1252585652 sum 	 0.727612237636794 weight 	0.13348388671874986
ID 	474675244 sum 	 0.2805555911950274 weight 	0.1001129150390624
ID 	758529971 sum 	 0.274033652067049 weight 	0.1001129150390624
ID 	1940030785 sum 	 0.05845875603165966 weight 	0.1001129150390624
ID 	1617791695 sum 	 0.3844504258884995 weight 	0.1001129150390624
ID 	1068824137 sum 	 0.20082213148584524 weight 	0.1001129150390624
ID 	380894366 sum 	 0.19351850834363896 weight 	0.1001129150390624
ID 	1451270520 sum 	 0.16949590557737898 weight 	0.1001129150390624
ID 	511833308 sum 	 0.17689209807968126 weight 	0.1001129150390624
ID 	1221555852 sum 	 0.21545506841612866 weight 	0.1001129150390624
ID 	1252585652 sum 	 0.363806118818397 weight 	0.1001129150390624
ID 	474675244 sum 	 0.1402777955975137 weight 	0.07508468627929678
ID 	758529971 sum 	 0.1370168260335245 weight 	0.07508468627929678
ID 	1940030785 sum 	 0.02922937801582983 weight 	0.07508468627929678
ID 	1617791695 sum 	 0.19222521294424974 weight 	0.07508468627929678
ID 	1068824137 sum 	 0.10041106574292262 weight 	0.07508468627929678
ID 	380894366 sum 	 0.09675925417181948 weight 	0.07508468627929678
ID 	1451270520 sum 	 0.08474795278868949 weight 	0.07508468627929678
ID 	511833308 sum 	 0.08844604903984063 weight 	0.07508468627929678
ID 	1221555852 sum 	 0.10772753420806433 weight 	0.07508468627929678
ID 	1252585652 sum 	 0.1819030594091985 weight 	0.07508468627929678
ID 	474675244 sum 	 0.07013889779875684 weight 	0.056313514709472566
ID 	758529971 sum 	 0.06850841301676225 weight 	0.056313514709472566
ID 	1940030785 sum 	 0.014614689007914915 weight 	0.056313514709472566
ID 	1617791695 sum 	 0.09611260647212487 weight 	0.056313514709472566
ID 	1068824137 sum 	 0.05020553287146131 weight 	0.056313514709472566
ID 	380894366 sum 	 0.04837962708590974 weight 	0.056313514709472566
ID 	1451270520 sum 	 0.042373976394344745 weight 	0.056313514709472566
ID 	511833308 sum 	 0.044223024519920315 weight 	0.056313514709472566
ID 	1221555852 sum 	 0.053863767104032165 weight 	0.056313514709472566
ID 	1252585652 sum 	 0.09095152970459924 weight 	0.056313514709472566
ID 	474675244 sum 	 35.911115672963504 weight 	0.75
ID 	758529971 sum 	 35.07630746458227 weight 	0.75
ID 	1940030785 sum 	 7.482720772052437 weight 	0.75
ID 	1617791695 sum 	 49.20965451372793 weight 	0.7500000000000001
ID 	1068824137 sum 	 25.70523283018819 weight 	0.7500000000000001
ID 	474675244 sum 	 17.955557836481752 weight 	0.5625
ID 	758529971 sum 	 17.538153732291136 weight 	0.5625
ID 	1940030785 sum 	 3.7413603860262183 weight 	0.5625
ID 	1617791695 sum 	 24.604827256863967 weight 	0.5625
ID 	1068824137 sum 	 12.852616415094095 weight 	0.5625
ID 	474675244 sum 	 8.977778918240876 weight 	0.42187500000000006
ID 	758529971 sum 	 8.769076866145568 weight 	0.42187500000000006
ID 	1940030785 sum 	 1.8706801930131092 weight 	0.42187500000000006
ID 	1617791695 sum 	 12.302413628431983 weight 	0.42187500000000006
ID 	1068824137 sum 	 6.426308207547048 weight 	0.42187500000000006
